year,soc_name,soc,avg_wage,avg_wage_moe,avg_wage_rank
2014,"Military enlisted tactical operations & air/weapons specialists & crew members","553010",25949.4,1124.48,402.0
2016,"Religious workers, all other","212099",25930.3,1594.09,413.0
2016,"Embalmers & funeral attendants","3940XX",25914.4,5852.11,414.0
2016,"Laborers & freight, stock, & material movers, hand","537062",25873.3,378.162,415.0
2016,"Taxi drivers & chauffeurs","533041",25832.9,759.28,416.0
2015,"Shoe & leather workers","516040",25819.2,4460.3,409.0
2014,"File clerks","434071",25815.0,916.618,403.0
2014,"Switchboard operators, including answering service","432011",25728.8,1939.46,404.0
2015,"Packaging & filling machine operators & tenders","519111",25716.9,887.127,410.0
2014,"Shoe & leather workers","516040",25710.0,3838.66,405.0
2016,"Medical transcriptionists","319094",25693.4,1908.3,417.0
2015,"Counter & rental clerks","412021",25570.5,1844.46,411.0
2014,"Dancers & choreographers","272030",25561.7,4747.22,406.0
2014,"Cutting workers","519030",25513.9,1654.03,407.0
2014,"Gaming cage workers","433041",25465.9,3036.59,408.0
2015,"Laborers & freight, stock, & material movers, hand","537062",25376.6,366.819,412.0
2014,"Woodworking machine setters, operators, & tenders, except sawing","517042",25333.4,1787.75,409.0
2016,"Office machine operators, except computer","439071",25284.4,2486.8,418.0
2014,"Mail clerks & mail machine operators, except postal service","439051",25100.7,1093.85,410.0
2016,"Doortodoor sales workers, news & street vendors, & related workers","419091",25086.4,2502.26,419.0
2015,"Textile bleaching & dyeing, & cutting machine setters, operators, & tenders","51606X",25064.9,3010.6,413.0
2015,"Textile winding, twisting, & drawing out machine setters, operators, & tenders","516064",25038.0,2300.46,414.0
2015,"Motion picture projectionists","393021",25017.4,18577.4,415.0
2015,"Woodworking machine setters, operators, & tenders, except sawing","517042",25001.0,2585.14,416.0
2014,"Miscellaneous vehicle & mobile equipment mechanics, installers, & repairers","493090",24940.4,2102.99,411.0
2014,"Textile bleaching & dyeing, & cutting machine setters, operators, & tenders","51606X",24909.4,2640.23,412.0
2014,"Healthcare support workers, all other, including medical equipment preparers","31909X",24882.5,1087.18,413.0
2014,"Packaging & filling machine operators & tenders","519111",24877.6,659.548,414.0
2014,"Counter & rental clerks","412021",24836.7,2141.78,415.0
2014,"Helpers, construction trades","473010",24833.5,1624.54,416.0
2014,"Laborers & freight, stock, & material movers, hand","537062",24806.1,327.199,417.0
2016,"Massage therapists","319011",24781.3,1272.91,420.0
2015,"Helpersproduction workers","519198",24723.3,2291.25,417.0
2015,"Transportation attendants, except flight attendants","536061",24714.2,3545.37,418.0
2014,"Office machine operators, except computer","439071",24689.7,2123.64,418.0
2016,"Mail clerks & mail machine operators, except postal service","439051",24686.0,1222.14,421.0
2014,"Firstline supervisors of food preparation & serving workers","351012",24643.6,635.914,419.0
2016,"Janitors & building cleaners","37201X",24627.1,317.697,422.0
2015,"Embalmers & funeral attendants","3940XX",24604.8,3359.02,419.0
2016,"Sewing machine operators","516031",24493.1,1575.92,423.0
2015,"Mail clerks & mail machine operators, except postal service","439051",24461.7,1142.78,420.0
2016,"Hairdressers, hairstylists, & cosmetologists","395012",24438.3,568.362,424.0
2016,"Bartenders","353011",24390.5,682.082,425.0
2015,"Office machine operators, except computer","439071",24386.0,1799.26,421.0
2014,"Food batchmakers","513092",24376.4,1359.02,420.0
2016,"Textile winding, twisting, & drawing out machine setters, operators, & tenders","516064",24132.2,2043.18,426.0
2016,"Helpersproduction workers","519198",24128.6,2510.08,427.0
2016,"Textile bleaching & dyeing, & cutting machine setters, operators, & tenders","51606X",24065.2,1861.63,428.0
2016,"Nursing, psychiatric, & home health aides","311010",23957.1,340.571,429.0
2016,"Transportation attendants, except flight attendants","536061",23936.0,2557.55,430.0
2016,"Preschool & kindergarten teachers","252010",23910.6,580.461,431.0
2014,"Barbers","395011",23610.5,1576.48,421.0
2015,"Tellers","433071",23576.7,777.617,422.0
2016,"Helpers, construction trades","473010",23574.6,1878.42,432.0
2016,"Veterinary assistants & laboratory animal caretakers","319096",23563.9,2210.58,433.0
2015,"Helpersinstallation, maintenance, & repair workers ","499098",23537.2,2426.21,423.0
2014,"Veterinary assistants & laboratory animal caretakers","319096",23510.4,2218.22,422.0
2016,"Grounds maintenance workers","373010",23465.7,553.833,434.0
2015,"Janitors & building cleaners","37201X",23379.8,313.092,424.0
2015,"Preschool & kindergarten teachers","252010",23378.7,482.306,425.0
2016,"Automotive & watercraft service attendants-","536031",23296.0,1597.45,435.0
2015,"Nursing, psychiatric, & home health aides","311010",23284.6,337.543,426.0
2014,"Janitors & building cleaners","37201X",23280.1,300.982,423.0
2016,"Tellers","433071",23137.7,560.283,436.0
2015,"Bartenders","353011",23112.5,745.979,427.0
2014,"Preschool & kindergarten teachers","252010",23084.5,586.455,424.0
2015,"Food batchmakers","513092",23075.5,1084.68,428.0
2015,"Massage therapists","319011",22969.2,985.092,429.0
2016,"Receptionists & information clerks","434171",22963.5,397.096,437.0
2014,"Nursing, psychiatric, & home health aides","311010",22937.1,307.164,425.0
2016,"Food cooking machine operators & tenders","513093",22912.9,2702.77,438.0
2014,"Massage therapists","319011",22887.2,1090.91,426.0
2014,"Helpersproduction workers","519198",22856.0,1958.07,427.0
2014,"Tellers","433071",22786.9,481.755,428.0
2015,"Hairdressers, hairstylists, & cosmetologists","395012",22782.9,584.516,430.0
2015,"Doortodoor sales workers, news & street vendors, & related workers","419091",22721.2,2147.02,431.0
2014,"Food cooking machine operators & tenders","513093",22634.6,3527.33,429.0
2015,"Receptionists & information clerks","434171",22558.1,391.722,432.0
2016,"Laundry & drycleaning workers","516011",22487.5,1406.56,439.0
2014,"Sewing machine operators","516031",22487.0,1456.29,430.0
2015,"Machine feeders & offbearers","537063",22428.7,2179.06,433.0
2016,"Stock clerks & order fillers","435081",22296.4,325.865,440.0
2016,"Bakers","513011",22256.6,737.053,441.0
2016,"Cleaners of vehicles & equipment","537061",22254.3,764.796,442.0
2015,"Veterinary assistants & laboratory animal caretakers","319096",22178.4,1791.3,434.0
2016,"Recreation & fitness workers","399030",22177.1,858.493,443.0
2014,"Bartenders","353011",22132.7,548.228,431.0
2014,"Doortodoor sales workers, news & street vendors, & related workers","419091",22129.4,2001.01,432.0
2015,"Grounds maintenance workers","373010",22101.7,408.207,435.0
2014,"Receptionists & information clerks","434171",21939.7,311.136,433.0
2014,"Hairdressers, hairstylists, & cosmetologists","395012",21934.0,641.825,434.0
2016,"Telemarketers","419041",21917.6,2266.86,444.0
2015,"Sewing machine operators","516031",21885.1,787.85,436.0
2016,"Barbers","395011",21799.7,1684.42,445.0
2015,"Barbers","395011",21759.3,1147.6,437.0
2016,"Miscellaneous agricultural workers, including animal breeders","4520XX",21696.7,433.497,446.0
2015,"Bakers","513011",21689.6,765.687,438.0
2015,"Recreation & fitness workers","399030",21683.6,916.838,439.0
2015,"Stock clerks & order fillers","435081",21645.9,331.971,440.0
2014,"Embalmers & funeral attendants","3940XX",21607.7,6158.59,435.0
2014,"Grounds maintenance workers","373010",21488.2,363.663,436.0
2014,"Bakers","513011",21467.4,889.858,437.0
2014,"Recreation & fitness workers","399030",21435.2,915.488,438.0
2015,"Telemarketers","419041",21407.0,2401.36,441.0
2014,"Cleaners of vehicles & equipment","537061",21308.1,906.598,439.0
2016,"Miscellaneous personal appearance workers","395090",21301.9,571.648,447.0
2015,"Parking lot attendants","536021",21295.8,2499.45,442.0
2015,"Miscellaneous agricultural workers, including animal breeders","4520XX",21283.5,466.949,443.0
2016,"Personal care & service workers, all other ","399099",21265.2,1624.85,448.0
2014,"Stock clerks & order fillers","435081",21213.5,298.656,440.0
2014,"Helpersinstallation, maintenance, & repair workers ","499098",21141.8,2122.15,441.0
2015,"Miscellaneous personal appearance workers","395090",20757.5,917.047,444.0
2015,"Laundry & drycleaning workers","516011",20703.5,922.685,445.0
2016,"Packers & packagers, hand","537064",20606.0,561.748,449.0
2016,"Teacher assistants","259041",20563.4,372.4,450.0
2016,"Motor vehicle operators, all other","533099",20488.2,2174.0,451.0
2015,"Cleaners of vehicles & equipment","537061",20466.7,584.401,446.0
2014,"Automotive & watercraft service attendants-","536031",20400.4,1360.66,442.0
2014,"Laundry & drycleaning workers","516011",20366.8,1215.82,443.0
2014,"Miscellaneous agricultural workers, including animal breeders","4520XX",20236.2,454.333,444.0
2015,"Packers & packagers, hand","537064",20218.2,623.235,447.0
2016,"Nonfarm animal caretakers","392021",20087.7,901.081,452.0
2015,"Teacher assistants","259041",20068.0,379.176,448.0
2015,"Models, demonstrators, & product promoters","419010",20036.6,2689.27,449.0
2016,"Hotel, motel, & resort desk clerks","434081",19980.1,1161.72,453.0
2015,"Graders & sorters, agricultural products","452041",19963.0,1869.27,450.0
2016,"Models, demonstrators, & product promoters","419010",19955.4,2258.79,454.0
2014,"Pressers, textile, garment, & related materials","516021",19795.7,1685.06,445.0
2014,"Parking lot attendants","536021",19790.4,1485.18,446.0
2015,"Pressers, textile, garment, & related materials","516021",19780.8,1489.08,451.0
2015,"Hotel, motel, & resort desk clerks","434081",19715.6,1073.81,452.0
2015,"Food cooking machine operators & tenders","513093",19676.1,3318.8,453.0
2015,"Personal care & service workers, all other ","399099",19665.8,1099.74,454.0
2014,"Miscellaneous personal appearance workers","395090",19656.2,545.155,447.0
2014,"Teacher assistants","259041",19436.1,393.187,448.0
2016,"Personal care aides","399021",19411.5,383.633,455.0
2014,"Packers & packagers, hand","537064",19348.0,476.403,449.0
2014,"Hotel, motel, & resort desk clerks","434081",19295.6,1069.44,450.0
2015,"Automotive & watercraft service attendants-","536031",19267.8,1084.08,455.0
2016,"Parking lot attendants","536021",19195.4,1063.09,456.0
2015,"Nonfarm animal caretakers","392021",19003.2,869.556,456.0
2015,"Library technicians","254031",18978.9,2829.75,457.0
2016,"Maids & housekeeping cleaners","372012",18967.4,349.05,457.0
2014,"Motion picture projectionists","393021",18960.1,8571.27,451.0
2016,"Pressers, textile, garment, & related materials","516021",18941.0,1189.76,458.0
2014,"Telemarketers","419041",18904.3,1536.21,452.0
2015,"Tour & travel guides","397010",18898.9,2684.43,458.0
2014,"Nonfarm animal caretakers","392021",18712.5,804.518,453.0
2014,"Motor vehicle operators, all other","533099",18629.4,1709.23,454.0
2016,"Food servers, nonrestaurant","353041",18440.2,1015.67,459.0
2015,"Personal care aides","399021",18368.7,392.683,459.0
2015,"Motor vehicle operators, all other","533099",18271.1,1640.95,460.0
2014,"Food servers, nonrestaurant","353041",18185.0,895.663,455.0
2016,"Graders & sorters, agricultural products","452041",17898.4,1115.0,460.0
2015,"Maids & housekeeping cleaners","372012",17861.1,296.85,461.0
2016,"Cooks","352010",17838.9,258.49,461.0
2014,"Graders & sorters, agricultural products","452041",17772.3,2720.4,456.0
2014,"Models, demonstrators, & product promoters","419010",17754.8,2042.04,457.0
2014,"Personal care aides","399021",17635.8,361.957,458.0
2014,"Maids & housekeeping cleaners","372012",17525.2,358.283,459.0
2016,"Library assistants, clerical","434121",17517.1,946.14,462.0
2014,"Personal care & service workers, all other ","399099",17198.0,1102.51,460.0
2016,"Tour & travel guides","397010",17053.6,1490.72,463.0
2015,"Food servers, nonrestaurant","353041",17001.9,628.569,462.0
2014,"Library assistants, clerical","434121",16949.7,767.012,461.0
2015,"Cooks","352010",16764.0,238.898,463.0
2016,"Waiters & waitresses","353031",16678.2,211.81,464.0
2015,"Crossing guards","339091",16640.0,1942.21,464.0
2014,"Crossing guards","339091",16604.7,1715.23,462.0
2016,"Library technicians","254031",16485.9,1375.8,465.0
2014,"Cooks","352010",16371.7,250.854,463.0
2015,"Library assistants, clerical","434121",16336.1,858.7,465.0
2014,"Tour & travel guides","397010",16271.8,1787.54,464.0
2015,"Waiters & waitresses","353031",15814.7,201.662,466.0
2016,"Crossing guards","339091",15765.3,2163.91,466.0
2016,"Childcare workers","399011",15473.5,404.699,467.0
2014,"Waiters & waitresses","353031",15261.8,242.409,465.0
2016,"Miscellaneous entertainment attendants & related workers","393090",14949.9,1001.29,468.0
2014,"Library technicians","254031",14749.8,1354.2,466.0
2015,"Childcare workers","399011",14726.6,419.235,467.0
2016,"Combined food preparation & serving workers, including fast food","353021",14669.7,696.675,469.0
2015,"Residential advisors","399041",14318.9,1090.65,468.0
2016,"Cashiers","412010",14285.1,279.197,470.0
2014,"Childcare workers","399011",14254.0,428.721,467.0
2016,"Residential advisors","399041",14222.4,978.151,471.0
2014,"Residential advisors","399041",14052.9,1512.26,468.0
2015,"Cashiers","412010",13547.3,203.403,469.0
2014,"Miscellaneous entertainment attendants & related workers","393090",13509.9,774.474,469.0
2016,"Food preparation workers","352021",13384.6,319.838,472.0
2014,"Cashiers","412010",13261.1,184.378,470.0
2016,"Miscellaneous food preparation & serving related workers, including dining room & cafeteria attendants & bartender helpers","3590XX",13253.0,731.416,473.0
2015,"Miscellaneous entertainment attendants & related workers","393090",13234.2,897.042,470.0
2015,"Food preparation workers","352021",13199.3,309.332,471.0
2014,"Miscellaneous food preparation & serving related workers, including dining room & cafeteria attendants & bartender helpers","3590XX",13057.0,576.488,471.0
2015,"Combined food preparation & serving workers, including fast food","353021",13033.0,621.346,472.0
2016,"Ushers, lobby attendants, & ticket takers","393031",12996.2,3974.68,474.0
2015,"Miscellaneous food preparation & serving related workers, including dining room & cafeteria attendants & bartender helpers","3590XX",12926.7,571.574,473.0
2016,"Dishwashers","359021",12740.5,700.34,475.0
2014,"Food preparation workers","352021",12513.6,215.878,472.0
2014,"Combined food preparation & serving workers, including fast food","353021",12378.5,358.178,473.0
2015,"Dishwashers","359021",11893.1,593.497,474.0
2014,"Dishwashers","359021",11307.0,367.072,474.0
2015,"Lifeguards & other recreational, & all other protective service workers","33909X",10509.7,997.065,475.0
2016,"Lifeguards & other recreational, & all other protective service workers","33909X",10483.7,962.675,476.0
2014,"Lifeguards & other recreational, & all other protective service workers","33909X",9819.24,684.756,475.0
2016,"Hosts & hostesses, restaurant, lounge, & coffee shop","359031",9583.08,690.581,477.0
2015,"Ushers, lobby attendants, & ticket takers","393031",9121.4,1160.19,476.0
2016,"Counter attendants, cafeteria, food concession, & coffee shop","353022",8845.85,879.436,478.0
2015,"Counter attendants, cafeteria, food concession, & coffee shop","353022",8788.52,462.933,477.0
2014,"Ushers, lobby attendants, & ticket takers","393031",8651.08,989.397,476.0
2014,"Hosts & hostesses, restaurant, lounge, & coffee shop","359031",8623.01,461.831,477.0
2015,"Hosts & hostesses, restaurant, lounge, & coffee shop","359031",8603.38,330.686,478.0
2014,"Counter attendants, cafeteria, food concession, & coffee shop","353022",8246.72,591.317,478.0
